Code Domaine;Domaine;Code zone (FAO);Zone;Code Élément;Élément;Code Produit;Produit;Code année;Année;Unité;Valeur;Symbole;Description du Symbole;Note
MK;Indicateurs macro;170;Pérou;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6710.531503;X;Sources internationales sûres;
MK;Indicateurs macro;171;Philippines;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2981.942592;X;Sources internationales sûres;
MK;Indicateurs macro;173;Pologne;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;13872.466907;X;Sources internationales sûres;
MK;Indicateurs macro;70;Polynésie française;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;20852.099951;X;Sources internationales sûres;
MK;Indicateurs macro;177;Porto Rico;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;32697.981804;X;Sources internationales sûres;
MK;Indicateurs macro;174;Portugal;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;21515.021025;X;Sources internationales sûres;
MK;Indicateurs macro;179;Qatar;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;61264.350017;X;Sources internationales sûres;
MK;Indicateurs macro;212;République arabe syrienne;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;780.399479;X;Sources internationales sûres;
MK;Indicateurs macro;37;République centrafricaine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;450.900697;X;Sources internationales sûres;
MK;Indicateurs macro;117;République de Corée;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;31781.12332;X;Sources internationales sûres;
MK;Indicateurs macro;146;République de Moldova;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2381.895178;X;Sources internationales sûres;
MK;Indicateurs macro;250;République démocratique du Congo;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;462.445161;X;Sources internationales sûres;
MK;Indicateurs macro;120;République démocratique populaire lao;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2455.211675;X;Sources internationales sûres;
MK;Indicateurs macro;56;République dominicaine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;7609.365034;X;Sources internationales sûres;
MK;Indicateurs macro;116;République populaire démocratique de Corée;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;686.340258;X;Sources internationales sûres;
MK;Indicateurs macro;215;République-Unie de Tanzanie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1001.160919;X;Sources internationales sûres;
MK;Indicateurs macro;183;Roumanie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;10771.150494;X;Sources internationales sûres;
MK;Indicateurs macro;229;Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;39900.874075;X;Sources internationales sûres;
MK;Indicateurs macro;184;Rwanda;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;772.29317;X;Sources internationales sûres;
MK;Indicateurs macro;189;Sainte-Lucie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;11047.497645;X;Sources internationales sûres;
MK;Indicateurs macro;188;Saint-Kitts-et-Nevis;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;19155.431731;X;Sources internationales sûres;
