Code Domaine;Domaine;Code zone (FAO);Zone;Code Élément;Élément;Code Produit;Produit;Code année;Année;Unité;Valeur;Symbole;Description du Symbole;Note
MK;Indicateurs macro;192;Saint-Marin;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;45398.746552;X;Sources internationales sûres;
MK;Indicateurs macro;191;Saint-Vincent-et-les Grenadines;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;7212.960181;X;Sources internationales sûres;
MK;Indicateurs macro;244;Samoa;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4219.942732;X;Sources internationales sûres;
MK;Indicateurs macro;193;Sao Tomé-et-Principe;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1828.194018;X;Sources internationales sûres;
MK;Indicateurs macro;195;Sénégal;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1361.701768;X;Sources internationales sûres;
MK;Indicateurs macro;272;Serbie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6275.19445;X;Sources internationales sûres;
MK;Indicateurs macro;196;Seychelles;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;15811.525415;X;Sources internationales sûres;
MK;Indicateurs macro;197;Sierra Leone;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;499.38124;X;Sources internationales sûres;
MK;Indicateurs macro;200;Singapour;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;59890.452952;X;Sources internationales sûres;
MK;Indicateurs macro;280;Sint Maarten (partie néerlandaise);6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;24466.750314;X;Sources internationales sûres;
MK;Indicateurs macro;199;Slovaquie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;17528.667005;X;Sources internationales sûres;
MK;Indicateurs macro;198;Slovénie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;23399.510617;X;Sources internationales sûres;
MK;Indicateurs macro;201;Somalie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;106.988543;X;Sources internationales sûres;
MK;Indicateurs macro;276;Soudan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2990.994843;X;Sources internationales sûres;
MK;Indicateurs macro;277;Soudan du Sud;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;321.831037;X;Sources internationales sûres;
MK;Indicateurs macro;38;Sri Lanka;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4138.0152;X;Sources internationales sûres;
MK;Indicateurs macro;210;Suède;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;54621.345824;X;Sources internationales sûres;
MK;Indicateurs macro;211;Suisse;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;83313.013992;X;Sources internationales sûres;
MK;Indicateurs macro;207;Suriname;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5637.509583;X;Sources internationales sûres;
MK;Indicateurs macro;208;Tadjikistan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;848.668435;X;Sources internationales sûres;
MK;Indicateurs macro;39;Tchad;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;692.16163;X;Sources internationales sûres;
MK;Indicateurs macro;167;Tchéquie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;20545.836143;X;Sources internationales sûres;
MK;Indicateurs macro;216;Thaïlande;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6578.190858;X;Sources internationales sûres;
MK;Indicateurs macro;176;Timor-Leste;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1286.408825;X;Sources internationales sûres;
MK;Indicateurs macro;217;Togo;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;830.745422;X;Sources internationales sûres;
MK;Indicateurs macro;219;Tonga;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4522.872866;X;Sources internationales sûres;
MK;Indicateurs macro;220;Trinité-et-Tobago;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;16173.645063;X;Sources internationales sûres;
MK;Indicateurs macro;222;Tunisie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3481.203612;X;Sources internationales sûres;
MK;Indicateurs macro;213;Turkménistan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6585.162962;X;Sources internationales sûres;
MK;Indicateurs macro;223;Turquie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;10589.573121;X;Sources internationales sûres;
MK;Indicateurs macro;227;Tuvalu;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3862.136931;X;Sources internationales sûres;
MK;Indicateurs macro;230;Ukraine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2521.827514;X;Sources internationales sûres;
MK;Indicateurs macro;234;Uruguay;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;17322.172592;X;Sources internationales sûres;
MK;Indicateurs macro;155;Vanuatu;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3082.368364;X;Sources internationales sûres;
MK;Indicateurs macro;236;Venezuela (République bolivarienne du);6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;8429.074575;X;Sources internationales sûres;
MK;Indicateurs macro;237;Viet Nam;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2365.521494;X;Sources internationales sûres;
MK;Indicateurs macro;249;Yémen;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;745.087909;X;Sources internationales sûres;
MK;Indicateurs macro;251;Zambie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1534.874627;X;Sources internationales sûres;
MK;Indicateurs macro;181;Zimbabwe;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1548.186368;X;Sources internationales sûres;
